image,viewpoint,light,weather,indoor,construction,place
VPR/retrieval/data/images/converted_jpeg/IMG_3775.jpg,forward,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3776.jpg,up,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3777.jpg,down,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3778.jpg,left,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3779.jpg,right,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3780.jpg,left-up,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3781.jpg,right-up,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3782.jpg,left-down,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3783.jpg,right-down,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3784.jpg,zoom,day,sun,indoor,none,4
VPR/retrieval/data/images/converted_jpeg/IMG_3785.jpg,forward,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3786.jpg,up,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3787.jpg,down,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3788.jpg,left,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3789.jpg,right,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3790.jpg,left-up,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3791.jpg,right-up,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3792.jpg,left-down,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3793.jpg,right-down,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3794.jpg,zoom,day,sun,indoor,none,5
VPR/retrieval/data/images/converted_jpeg/IMG_3795.jpg,forward,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3796.jpg,up,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3797.jpg,down,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3798.jpg,left,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3799.jpg,right,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3800.jpg,left-up,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3801.jpg,right-up,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3802.jpg,left-down,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3803.jpg,right-down,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3804.jpg,zoom,day,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3805.jpg,forward,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3806.jpg,up,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3807.jpg,down,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3808.jpg,left,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3809.jpg,right,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3810.jpg,left-up,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3811.jpg,right-up,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3812.jpg,left-down,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3813.jpg,right-down,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3814.jpg,zoom,light,sun,indoor,none,6
VPR/retrieval/data/images/converted_jpeg/IMG_3818.jpg,forward,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3819.jpg,up,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3820.jpg,down,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3821.jpg,left,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3822.jpg,right,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3823.jpg,left-up,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3824.jpg,right-up,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3825.jpg,left-down,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3826.jpg,right-down,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3827.jpg,zoom,day,sun,outdoor,none,7
VPR/retrieval/data/images/converted_jpeg/IMG_3828.jpg,forward,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3829.jpg,up,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3830.jpg,down,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3831.jpg,left,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3832.jpg,right,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3833.jpg,left-up,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3834.jpg,right-up,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3835.jpg,left-down,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3836.jpg,right-down,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3837.jpg,zoom,day,sun,outdoor,none,8
VPR/retrieval/data/images/converted_jpeg/IMG_3838.jpg,forward,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3839.jpg,up,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3840.jpg,down,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3841.jpg,left,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3842.jpg,right,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3843.jpg,left-up,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3844.jpg,right-up,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3845.jpg,left-down,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3846.jpg,right-down,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3847.jpg,zoom,day,sun,outdoor,none,9
VPR/retrieval/data/images/converted_jpeg/IMG_3848.jpg,forward,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3849.jpg,up,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3850.jpg,down,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3851.jpg,left,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3852.jpg,right,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3853.jpg,left-up,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3854.jpg,right-up,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3855.jpg,left-down,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3856.jpg,right-down,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3857.jpg,zoom,day,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3858.jpg,forward,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3859.jpg,up,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3860.jpg,down,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3861.jpg,left,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3862.jpg,right,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3863.jpg,left-up,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3864.jpg,right-up,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3865.jpg,left-down,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3866.jpg,right-down,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3867.jpg,zoom,night,sun,outdoor,none,10
VPR/retrieval/data/images/converted_jpeg/IMG_3868.jpg,forward,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3869.jpg,up,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3870.jpg,down,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3871.jpg,left,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3872.jpg,right,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3873.jpg,left-up,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3874.jpg,right-up,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3875.jpg,left-down,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3876.jpg,right-down,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3877.jpg,zoom,night,sun,outdoor,none,11
VPR/retrieval/data/images/converted_jpeg/IMG_3878.jpg,forward,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3879.jpg,up,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3880.jpg,down,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3881.jpg,left,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3882.jpg,right,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3883.jpg,left-up,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3884.jpg,right-up,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3885.jpg,left-down,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3886.jpg,right-down,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_3887.jpg,zoom,night,sun,outdoor,none,12
VPR/retrieval/data/images/converted_jpeg/IMG_4087.jpg,forward,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4088.jpg,up,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4089.jpg,down,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4090.jpg,left,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4091.jpg,right,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4092.jpg,left-up,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4093.jpg,right-up,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4094.jpg,left-down,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4095.jpg,right-down,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_4096.jpg,zoom,day,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3888.jpg,forward,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3889.jpg,up,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3890.jpg,down,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3891.jpg,left,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3892.jpg,right,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3893.jpg,left-up,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3894.jpg,right-up,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3895.jpg,left-down,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3896.jpg,right-down,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3897.jpg,zoom,night,sun,outdoor,none,13
VPR/retrieval/data/images/converted_jpeg/IMG_3898.jpg,forward,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3899.jpg,up,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3900.jpg,down,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3901.jpg,left,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3902.jpg,right,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3903.jpg,left-up,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3904.jpg,right-up,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3905.jpg,left-down,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3906.jpg,right-down,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3907.jpg,zoom,night,sun,outdoor,none,14
VPR/retrieval/data/images/converted_jpeg/IMG_3908.jpg,forward,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3909.jpg,up,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3910.jpg,down,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3911.jpg,left,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3912.jpg,right,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3913.jpg,left-up,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3914.jpg,right-up,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3915.jpg,left-down,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3916.jpg,right-down,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3917.jpg,zoom,night,sun,outdoor,none,15
VPR/retrieval/data/images/converted_jpeg/IMG_3918.jpg,forward,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3919.jpg,up,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3920.jpg,down,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3921.jpg,left,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3922.jpg,right,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3923.jpg,left-up,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3924.jpg,right-up,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3925.jpg,left-down,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3926.jpg,right-down,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_3927.jpg,zoom,night,sun,outdoor,none,16
VPR/retrieval/data/images/converted_jpeg/IMG_4068.jpg,forward,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4069.jpg,up,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4070.jpg,down,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4071.jpg,left,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4072.jpg,right,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4073.jpg,left-up,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4074.jpg,right-up,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4075.jpg,left-down,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4076.jpg,right-down,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4077.jpg,zoom,day,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3928.jpg,forward,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3929.jpg,up,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3930.jpg,down,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3931.jpg,left,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3932.jpg,right,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3933.jpg,left-up,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3934.jpg,right-up,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3935.jpg,left-down,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3936.jpg,right-down,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_3937.jpg,zoom,night,sun,outdoor,none,17
VPR/retrieval/data/images/converted_jpeg/IMG_4058.jpg,forward,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4059.jpg,up,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4060.jpg,down,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4061.jpg,left,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4062.jpg,right,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4063.jpg,left-up,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4064.jpg,right-up,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4065.jpg,left-down,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4066.jpg,right-down,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4067.jpg,zoom,day,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3938.jpg,forward,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3939.jpg,up,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3940.jpg,down,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3941.jpg,left,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3942.jpg,right,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3943.jpg,left-up,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3944.jpg,right-up,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3945.jpg,left-down,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3946.jpg,right-down,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_3947.jpg,zoom,night,sun,outdoor,none,18
VPR/retrieval/data/images/converted_jpeg/IMG_4028.jpg,forward,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4029.jpg,up,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4030.jpg,down,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4031.jpg,left,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4032.jpg,right,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4033.jpg,left-up,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4034.jpg,right-up,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4035.jpg,left-down,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4036.jpg,right-down,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4037.jpg,zoom,day,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3948.jpg,forward,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3949.jpg,up,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3950.jpg,down,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3951.jpg,left,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3952.jpg,right,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3953.jpg,left-up,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3954.jpg,right-up,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3955.jpg,left-down,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3956.jpg,right-down,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_3957.jpg,zoom,night,sun,outdoor,none,19
VPR/retrieval/data/images/converted_jpeg/IMG_4038.jpg,forward,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4039.jpg,up,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4040.jpg,down,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4041.jpg,left,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4042.jpg,right,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4043.jpg,left-up,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4044.jpg,right-up,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4045.jpg,left-down,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4046.jpg,right-down,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4047.jpg,zoom,day,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3958.jpg,forward,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3959.jpg,up,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3960.jpg,down,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3961.jpg,left,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3962.jpg,right,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3963.jpg,left-up,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3964.jpg,right-up,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3965.jpg,left-down,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3966.jpg,right-down,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_3967.jpg,zoom,night,sun,outdoor,none,20
VPR/retrieval/data/images/converted_jpeg/IMG_4018.jpg,forward,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4019.jpg,up,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4020.jpg,down,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4021.jpg,left,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4022.jpg,right,day,sun,outdoor,none,21
